# Series layer
0	25
1	25
2	25
3	25
4	25
5	25
6	25
7	25
8	25
9	25
10	25
11	87.88
12	90.7
13	25.67
14	25
15	100
16	25
17	98.04
18	25.12
19	25
20	25
21	25
22	25
23	26.95
24	25
25	26.22
26	25
27	25.85
28	25
29	25
30	33.62
31	27.87
32	64.88
33	99.75
34	57.85
35	35.15
36	28.24
37	25
38	30.75
39	26.65
40	52.77
41	30.99
42	27.26
43	26.34
44	99.87
45	36.68
46	25
47	25.06
