# Series rc as_ ash2o ash2olfu ours hyperinfer oracle
OPT-6.7B 1.295827027 1.6547232 2.324704592 1.886946426 0.811004656 0.618634037 0.511826545 
OPT-13B  2.14591381 5.435276705 4.816565801 3.542196977 1.485756548 1.135174375 0.842126701
OPT-30B	 1.517094111 3.646959158 2.306 1.843 1.113994584 0.92118535 0.797777927 



