# Series rc as_ ash2o ash2olfu ours hyperinfer oracle   
OPT-6.7B 1.488852651 1.736404047 2.901729453 2.212663052 0.865480843 0.651885578 0.251707599
OPT-13B  2.456576194 5.819402725 6.335111223 4.316302113 1.496134998 1.106864748 0.373138677
OPT-30B	 0.975013423 1.762316709 1.110364683 0.875239923 0.793288673 0.684421119 0.153878228





