# Serie  ttft
0     0.374258943197959
0.2   0.359034349126506
0.4   0.308197369859537
0.6   0.255391048610426
0.8   0.227393234034308
1.0   0.21341656196849
1.2   0.214596231491557
1.45  0.212285525747154
1.6   0.209133817400743
1.8   0.210409438136682
2.0   0.210786034699382
